date,home_team,away_team,tournament,neutral,actual_result,predicted_result,home_win_probability,draw_probability,away_win_probability,confidence,correct,analysis,key_factors,status,error
2026-06-09,Ethiopia,Malawi,Friendly,0,DRAW,HOME_WIN,0.38,0.37,0.25,0.64,0,长期实力（Elo）显示双方几乎等强，Malawi略高1.9分。最近表现显示Ethiopia胜率指标更好（10场40% vs 30%），但防守脆弱（失球1.6/场），而Malawi虽胜率偏低但防守更稳健、净胜球更接近平衡（-0.1）。历史交手中40%为平局，为所有结果中最高频，结合Elo持平、双方实力接近的事实，表明平局是常见结论。作为非中立场，Ethiopia主队身份给予轻微优势，但不足以大幅压低平局概率。综合判断：平局和主队胜利概率接近（37% vs 38%），双方都有约1/4到1/3的赢球机会。,"[""Elo评分基本持平（差异-1.9分），表明长期实力相当"", ""H2H历史平局率40%，最高频结果，强烈暗示平局可能性高"", ""Ethiopia最近10场胜率40%高于Malawi 30%，但防守漏洞大（失球1.6/场）"", ""Malawi近期防守稳健（失球0.9/场）且净胜球接近平衡（-0.1），但进攻乏力（得分率40%）"", ""Ethiopia作为真实主队具有轻微主场优势，但被防守劣势部分抵消"", ""两队最近状态都不理想（胜率均≤40%），难以判断绝对优劣""]",SUCCESS,
2026-06-09,Armenia,Moldova,Friendly,0,DRAW,DRAW,0.35,0.38,0.27,0.6,1,长期Elo评分显示Armenia实力优于Moldova（差距128分），按传统模型应给予Armenia明显优势。然而，两队近期状态严重冲突这一结论：Armenia最近10场胜率仅10%，Moldova为0%，都处于极端低迷期。两队防守数据都很差（失球超2.6/2.9球每场，零封率均为0%），进攻也都虚弱（进球不足1/场）。关键是H2H历史数据强烈指向平局：在过去5次交手中，平率达60%（3次平局），这是核心信号。考虑到Elo的长期优势被近期状态削弱，加上H2H平局的高频率和两队攻防都不强的特点，平局成为最可能的结果。Armenia仍有获胜可能（35%）基于Elo优势，但平局（38%）略占上风，Moldova获胜（27%）概率最低。置信度中等偏低（0.60）因为长期实力与短期状态的矛盾以及样本量限制。,"[""H2H历史数据显示平率高达60%，为最常见结果"", ""Elo差距128分支持Armenia，但非压倒性优势"", ""长期实力与近期状态冲突：Armenia Elo更强，但两队最近10场都处于低胜率状态"", ""双方防守都极差（均无零封），近5场失球率都超2.6球/场"", ""双方进攻都疲软（进球率60%但实际得分率仅20-50%），难以产生大比分"", ""Moldova客队最近10场胜率0%，但H2H客队胜率20%反映历史竞争力"", ""中立场为否，但友谊赛性质削弱主场优势的影响""]",SUCCESS,
2026-06-10,England,Costa Rica,Friendly,1,HOME_WIN,HOME_WIN,0.7,0.2,0.1,0.78,1,England长期实力（Elo 1925.83）和近期状态（5场和10场胜率分别60%和70%）均明显强于Costa Rica（Elo 1692.68，胜率分别0%和10%）。双方长期与近期结论完全一致，没有冲突信号。进攻防守数据差异显著：England进攻高效、防守稳健（零封率70%），Costa Rica进攻乏力、防守薄弱（零封率20%）。虽然Costa Rica最近5场平率较高（40%），但这反映的是在连续负面中的被动防守，而非真正平局能力。中立场虽消除主场优势，但不能改变实力差距。平局概率保留在20%以认可足球比赛中平局的真实可能性，但主要情景仍指向England获胜。,"[""England Elo评分领先233分，长期综合实力明显优势"", ""长期（10场）和短期（5场）数据高度一致：England胜率60%→70%稳定强势，Costa Rica胜率0%→10%持续低迷"", ""England进攻防守俱佳（近10场场均进2.2失0.5，零封率70%），Costa Rica进攻疲软防守脆弱（场均进1.3失1.8，零封率20%）"", ""Costa Rica最近5场零胜场景下仍有40%平率，但在面对强队时属被动防守，不代表平局能力"", ""中立场消除主场因素，但不改变实力对比方向""]",SUCCESS,
2026-06-10,Portugal,Nigeria,Friendly,0,HOME_WIN,HOME_WIN,0.52,0.24,0.24,0.68,1,长期实力看，Portugal Elo分明显领先，支持其获胜概率应高于对手。但近期状态显示双方赢率均为60%，这是关键冲突信号。Nigeria最近10场保持不败（0负纪录），防守尤其出色（零封率60%、失球率0.6/场），表明其稳定性极强。虽然Portugal进攻略占优（2.6 vs 2.0球/场），但遇到防线稳固的Nigeria，获胜难度上升。主场优势和Elo优势让Portugal保持胜率预期，但不足以支撑极高概率。平局概率不应被压低：赢率相同、双方防守都有表现、Nigeria平率高达40%、友谊赛特性。综合Elo优势（+主队）、赢率相同（+平局）、防守能力接近、主客场对抗设置，最终判断Portugal胜率略占，但Nigeria防线韧性和充分休息支撑其平/胜可能性。,"[""Portugal Elo优势明显（166分差），指示长期实力领先"", ""近期5/10场赢率均相同（60%），表明双方短期进攻能力接近"", ""Nigeria防守表现突出：最近10场零封率60%、0场失利、失球率最低（0.6球/场）"", ""Portugal主场优势与进攻略强（2.6球/场 vs 2.0球/场），部分抵消双方赢率同等信号"", ""赢率差距为0%触发平局可能性评估；Nigeria平率40%较高，增加平局概率"", ""Nigeria休息充分（7天）可能进一步稳定其防线"", ""头对head极小样本（1场，Portugal胜），不足以作为主要依据""]",SUCCESS,
2026-06-10,Bolivia,Algeria,Friendly,1,AWAY_WIN,AWAY_WIN,0.11,0.22,0.67,0.78,1,"Algeria demonstrates clear superiority across all dimensions. Long-term Elo rating (1793.91) substantially exceeds Bolivia's (1658.75). Recent 5-game and 10-game windows confirm this gap: Algeria maintains 60-70% win rates with 2.0-2.3 average points, while Bolivia shows 30-40% wins with 1.0-1.2 points. Defensively, Algeria allows only 0.4 goals per game with 70-80% clean sheets; Bolivia concedes 1.6-1.7 with 20% clean sheets. Algeria's attacking output (1.8-1.9 goals) also exceeds Bolivia's (0.8-1.2). The neutral venue eliminates Bolivia's potential location advantage. All performance signals align toward Algeria. Draw probability elevated to 22% reflecting the commonality of draws in football and neutral conditions, but gaps are too substantial to justify higher draw probability. Bolivia's win probability suppressed to 11% due to defensive fragility and offensive limitations relative to Algeria's capabilities.","[""Algeria holds significant Elo advantage (1793.91 vs 1658.75, +135 points)"", ""Algeria's recent form substantially superior: 60-70% win rate vs Bolivia 30-40%"", ""Algeria's defensive excellence: 0.4 goals against with 70-80% clean sheet rate vs Bolivia 1.6-1.7 against with 20% clean sheet"", ""Algeria's attacking output (1.8-1.9 goals) exceeds Bolivia's (0.8-1.2 goals)"", ""Neutral venue removes any home advantage for Bolivia"", ""Algeria better rested (7 days vs 4 days)"", ""Consistent superiority across Elo, short-term, and medium-term indicators"", ""H2H favors Algeria (1-0 record, though limited sample)""]",SUCCESS,
2026-06-10,Afghanistan,Pakistan,Diamond Jubilee International Football Tournament,1,AWAY_WIN,DRAW,0.32,0.36,0.32,0.58,0,长期实力：Afghanistan通过Elo评分体现略强优势。近期状态：Pakistan近5场表现更佳（赢率40%、得分率60%、平均1.6分），而Afghanistan仅1.0分，且10场大样本中两队皆表现不佳。防守：双方防线均存问题，Afghanistan 5场失0.8球但10场暴露至1.4球，Pakistan防线更差。进攻：两队都难得分（Afghanistan 0.4球/5、Pakistan 1.2球/5但10场降至0.6）。平局：双方Elo差为中等水平，近期形势冲突（Elo看好主队但近期看好客队），中立场进一步均衡条件，历史交战平局占40%，加之两队防线不稳定下低迷的进攻往往导致平局。主客胜概率仅差0%，需按规则将平局作为最高概率。,"[""Elo差距142分通常利于Afghanistan，但被近期状态抵消"", ""Pakistan近5场赢率40%明显优于Afghanistan的20%，与Elo评分冲突"", ""双方攻防皆弱：Afghanistan场均仅0.4球，Pakistan场均1.2球但防线漏洞（2.2失球/10场）"", ""双方近5场平局率均为40%，历史对阵平局率也为40%，表明平局是常见结果"", ""中立场消除Afghanistan主场优势，两队条件完全相同"", ""Pakistan历史对阵胜率40%（作客）超过Afghanistan的20%（主场角色）"", ""低攻防数据+较小实力差距+中立场组合，决定了三个结果接近""]",SUCCESS,
2026-06-11,Mexico,South Africa,FIFA World Cup,0,HOME_WIN,HOME_WIN,0.7,0.2,0.1,0.82,1,长期实力方面，墨西哥Elo评分1851.5明显领先南非1617.9，差距233.6分是本场分析的核心。近期状态完全一致：墨西哥最近5场和10场胜率均为60%，平率分别为40%和30%，而南非最近5场仅20%胜率且40%负率，但10场数据显示其50%胜率相对稳定。进攻端两队得分率相近（均80%），但防守差异巨大：墨西哥零封率70%、失球率0.4，而南非零封率仅30%、失球率1.0。净胜球方面，墨西哥最近10场1.2分明显领先南非0.5分。考虑到主场优势、休息天数优势及所有长短期指标一致性，墨西哥获胜概率为70%。平局概率保持在20%的合理水平，理由是足球运动中平局本身存在，且H2H记录显示主场平局率25%，同时南非虽然整体劣势但防守有基础（零封率40%）。南非作为客队在如此明显的实力差距下获胜概率仅10%。,"[""Elo评分差距233.6分，明显有利于墨西哥"", ""墨西哥最近5场胜率60%无负，南非胜率仅20%且有40%负率"", ""墨西哥防守能力显著更强：零封率70%（10场）vs南非30%，失球0.4 vs 1.0"", ""墨西哥在最近10场保持60%胜率和1.2净胜球，表现稳定"", ""墨西哥拥有主场优势并有更长休息时间（7天vs 5天）"", ""H2H主场记录：墨西哥50%胜率，平局25%，提示平局存在可能""]",SUCCESS,
2026-06-11,South Korea,Czech Republic,FIFA World Cup,1,HOME_WIN,HOME_WIN,0.43,0.27,0.3,0.68,1,South Korea凭ELO优势占上风，最近10场胜率60%%高于对手50%。但Czech Republic最近5场状态火热，进球能力强（3.4球/场）且100%得分率，与South Korea胜率相同，形成短期实力相近的局面。South Korea防守更稳定（60%零封率）提供支撑，Czech Republic平率历史高企（40%）且中立场比赛，平局成为合理可能。三方胜负概率接近，反映长期实力与短期状态的折衷判断，而非压倒性优势。,"[""South Korea ELO领先110分，长期实力优势"", ""Czech Republic最近5场攻防俱佳（净胜+2.2，100%得分率），与South Korea相同胜率"", ""South Korea防守稳定（最近5和10场零封率60%），Czech Republic防线相对脆弱（20%零封率）"", ""Czech Republic历史平率高（10场40%平率，H2H33.3%平）且最近表现强势，平局概率提升"", ""中立场消除主客优势，长期实力和近期状态信号不完全一致""]",SUCCESS,
2026-06-12,Canada,Bosnia and Herzegovina,FIFA World Cup,0,DRAW,HOME_WIN,0.58,0.27,0.15,0.72,0,长期实力方面，加拿大Elo评分明显高出波黑178分，体现出清晰的实力差距。加拿大防守能力突出，过去10场仅失球0.4/场，零封率70%，而波黑防线脆弱，失球1.0/场，零封率仅20%。近期状态对加拿大更有利：加拿大近5场40%胜率、60%平局、无负，而波黑近5场出现异常的100%平局纪录（5连平）。加拿大主场优势明显。但波黑进攻威胁不容忽视：长期场均2.0球、进球率90%，远超加拿大。波黑近期100%平局纪录反映防线有改善迹象。综合考虑，加拿大实力优势和主场优势支持其获胜，但波黑的进攻威力和最近防线稳定性（虽然表现为平局）使平局概率合理维持在27%以上。,"[""Elo advantage: Canada leads by 178 points, indicating substantial long-term superiority"", ""Defensive dominance: Canada allows 0.4 goals/game (70% clean sheet) vs Bosnia's 1.0 goals/game (20% clean sheet)"", ""Recent form divergence: Canada 40% wins + 60% draws vs Bosnia 0 wins + 100% draws in last 5"", ""Home advantage: Canada plays at home, not neutral field"", ""Bosnia's attacking threat: Higher long-term scoring average (2.0 vs 1.1 goals/game) and 90% scoring rate"", ""Bosnia's unusual recent stability: 5 consecutive draws suggest defensive organization despite defensive stats""]",SUCCESS,
2026-06-12,United States,Paraguay,FIFA World Cup,0,HOME_WIN,HOME_WIN,0.38,0.24,0.38,0.68,1,"Paraguay holds a meaningful Elo advantage and significantly better recent form (especially last 5 matches), with superior defensive metrics (40% clean sheets vs 0%). However, USA's home field advantage and strong historical head-to-head record (60% home wins) provide material support. Long-term records show USA advantage over 10 matches. The conflict between Paraguay's recent dominance and USA's home positioning creates near-parity. Both teams' defensive strength and divergent recent trajectories increase draw likelihood—this is not a negligible outcome. The 38-38-24 split reflects home advantage offsetting Elo/form advantage, with meaningful draw probability due to defensive quality and judgment uncertainty.","[""Paraguay's Elo advantage (~61 points) partially offset by USA home advantage"", ""Paraguay's superior recent form (60% win rate last 5 vs 40%) conflicts with USA's stronger long-term record (50% win rate last 10)"", ""Paraguay's elite defense (40% clean sheet rate) vs USA's weak defense (0% clean sheet, 2.4 goals against per match in last 5)"", ""USA's strong home head-to-head record (60% win rate) provides modest support"", ""Both teams show defensive solidity, suggesting lower-scoring matches and elevated draw probability"", ""Conflicting signals between long-term strength and recent form warrant balanced probabilities and elevated draw probability""]",SUCCESS,
