date,home_team,away_team,tournament,neutral,actual_result,predicted_result,home_win_probability,draw_probability,away_win_probability,confidence,correct,analysis,key_factors,status,error
2026-06-09,China,Thailand,Friendly,0,DRAW,HOME_WIN,0.52,0.2,0.28,0.72,0,"China is favored by home advantage (+3-4%), Elo rating (+21.5 points ≈ 51-52% baseline), and strong head-to-head record (80% home wins, 0% away wins for Thailand). However, Thailand's current form is exceptional (80% win rate, 3.4 goals per game, 100% scoring rate in last 5) and contradicts the historical pattern. This creates tension: home advantage and long-term indicators support China, but Thailand's momentum is genuine and substantial. Probability reflects China as narrow favorite while respecting Thailand's current trajectory. Draw probability maintained at reasonable 20% given both teams' recent consistency.","[""Thailand's exceptional recent form: 80% win rate with +2.4 goal difference in last 5 matches"", ""China's home advantage and strong head-to-head record: 80% win rate at home vs Thailand"", ""Elo rating slight advantage for China (+21.48 points)"", ""Thailand's sustained quality: 70% win rate over last 10 matches with 2.4 avg goals"", ""Contradiction between H2H dominance (China 80% home wins) and current form disparity favors caution""]",SUCCESS,
2026-06-09,DR Congo,Chile,Friendly,1,AWAY_WIN,HOME_WIN,0.46,0.28,0.26,0.65,0,"DR Congo shows superior recent form with consistent results and exceptional defensive stability, reflected in 0.3 goals conceded per match versus Chile's 1.6. Despite neutral ground eliminating home-field advantage, DR Congo's 60% win rate over 10 matches and 70% clean sheet rate suggest structural superiority. Chile's recent 5-match improvement (60% wins) is offset by long-term trend decline and poor defensive record. Rest advantage further favors DR Congo. The near-equal Elo rating and friendly match context prevent extreme probabilities; draw probability remains viable given neutral venue and competitive qualities.","[""DR Congo maintains consistent 60% win rate over 10 matches vs Chile's declining form (40% wins in 10, though 60% in 5)"", ""DR Congo's elite defense: 0.3 goals against per match over 10 games and 70% clean sheet rate vs Chile's weak defense (1.6 goals against, 20% clean sheets)"", ""Marginal Elo advantage for DR Congo (7.54 points difference)"", ""Rest advantage: DR Congo has 6 days rest vs Chile's 3 days"", ""Neutral ground removes traditional home advantage boost for DR Congo"", ""No head-to-head history; Chile's defensive instability limits their winning chances""]",SUCCESS,
2026-06-09,Equatorial Guinea,Comoros,Friendly,1,AWAY_WIN,HOME_WIN,0.42,0.38,0.2,0.68,0,两队Elo评分几乎相同，但赤道几内亚近期进攻效率显著优于科摩罗（0.8 vs 0.0进球/场）。科摩罗在最近5场比赛中完全无进球，严重影响其胜利可能性。然而科摩罗防线稳定（失球仅0.6/场，净防线清洁率60%），这使其能够控制比分。中立场地消除主队优势。综合考虑，赤道几内亚因进攻优势略占上风，但科摩罗的防线稳定和两队极其接近的实力暗示比赛可能相当均衡，平局概率显著。置信度因缺乏H2H数据和天气信息而中等。,"[""Elo差异极小（10.9分），两队实力接近"", ""赤道几内亚近5场进球率80%，科摩罗0%，进攻能力差距明显"", ""科摩罗防线稳固（失球0.6/场），限制了赤道几内亚得分潜力"", ""中立场地消除主队传统优势"", ""科摩罗近5场0球的极差进攻状态严重制约其赢球概率"", ""两队最近10场均表现不佳，平局概率不可忽视""]",SUCCESS,
2026-06-10,England,Costa Rica,Friendly,1,HOME_WIN,HOME_WIN,0.68,0.22,0.1,0.82,1,基于结构化特征，英格兰在各核心指标上均显著优于哥斯达黎加。Elo评分差距与最近10场胜率差异（0.6）高度一致，反映真实实力落差。哥斯达黎加近5场无胜绩且平均积分仅0.4，进攻效率低下（场均0.6球）而防线脆弱（场均失2.2球），与英格兰高效进攻和稳定防线形成明显对比。虽为中立场地友谊赛，但特征数据支持英格兰高概率胜出，同时考虑到哥斯达黎加的平局倾向（近10场60%平局率），适当保留平局概率至合理水平。,"[""England的Elo评分领先233分，显示长期实力优势明显"", ""近10场胜率差异：英格兰70% vs 哥斯达黎加10%，短期状态差异巨大"", ""哥斯达黎加近5场0胜0.4平均积分，进攻端严重不足（场均0.6球）"", ""防线差异：英格兰近10场场均失0.5球对阵哥斯达黎加场均失1.8球"", ""中立场地消弱英格兰主场优势，但远不足以改变整体态势"", ""哥斯达黎加虽有更多休息时间（9天），但近期持续低迷难以改变不利局面""]",SUCCESS,
2026-06-10,Portugal,Nigeria,Friendly,0,HOME_WIN,HOME_WIN,0.6,0.22,0.18,0.75,1,葡萄牙凭Elo优势和主场优势为核心的赔率因素占优。但尼日利亚最近10场表现值得重视：无负场、防守0.6失球、清洁表率60%、得分率80%，加之更充分的休息时间，使其具有较强竞争力。基于最近10场数据（两队胜率均60%、平率差异显著）和历史对阵，预测葡萄牙主队优势，但平局概率保守估计22%以反映尼日利亚的防守稳定性和友谊赛的不确定性。,"[""Elo等级差异显著（166分），葡萄牙长期实力更强"", ""葡萄牙主场优势且历史交手1-0胜（100%主胜率）"", ""尼日利亚最近表现稳定无负（10场60%胜率、40%平率、0%负率）且防守优秀（10场仅0.6失球、60%清洁表率）"", ""尼日利亚休息充分（7天 vs 4天），体能优势可部分抵消实力差距"", ""两队进攻稳定性相当，但平局可能性不容忽视""]",SUCCESS,
2026-06-10,Bolivia,Algeria,Friendly,1,AWAY_WIN,AWAY_WIN,0.14,0.18,0.68,0.85,1,"Algeria is the clear favorite based on comprehensive statistical superiority. The 135-point Elo gap reflects consistent outperformance in both recent and extended form. Algeria's exceptional defensive stability (80% clean sheet rate in last 5) combined with Bolivia's porous defense creates a significant tactical imbalance. Recent performance metrics show Algeria winning 60% vs Bolivia's 40% over the last 5 matches, widening to 70% vs 30% over 10 matches. H2H precedent and superior rest position further favor Algeria. The 18% draw probability respects Algeria's 20% draw rate but reflects the away team's strong winning tendency.","[""Algeria Elo 135 points higher, indicating superior long-term strength"", ""Algeria recent form dominant: 60% win rate vs Bolivia's 40% in last 5 matches"", ""Algeria exceptional defense: 0.4 goals against average vs Bolivia's 1.6 in last 5"", ""Algeria stronger over 10 matches: 70% win rate vs Bolivia's 30%"", ""H2H history: Algeria won previous meeting (1-0 away)"", ""Neutral ground removes any home advantage for Bolivia"", ""Algeria better rested (7 days vs Bolivia's 4 days)"", ""Bolivia's clean sheet rate only 20% indicates defensive vulnerability""]",SUCCESS,
2026-06-10,Afghanistan,Pakistan,Diamond Jubilee International Football Tournament,1,AWAY_WIN,DRAW,0.28,0.38,0.34,0.68,0,比赛在中立场地进行，传统主队优势消失。虽然Afghanistan长期Elo领先，但Pakistan最近表现明显更强，包括胜率和场均进球数。H2H历史也对Pakistan有利。两队都有较高平率特征，特别是最近5场和历史数据均显示40%平率，在中立场地背景下这个概率应保持较高水平。综合考虑短期表现权重和长期实力因素，预测为平局，但Pakistan赢球概率略高于Afghanistan。,"[""Pakistan最近5场表现更好（胜率40% vs 20%，进球1.2 vs 0.4）"", ""Afghanistan长期Elo优势（+142.7）但近期严重衰退（10场胜率仅10%）"", ""H2H历史Pakistan占优（胜率40% vs 20%），平率高达40%"", ""中立场地消除主队优势，增加比赛不确定性"", ""Pakistan防守更稳定（5场失1.2球 vs Afghanistan失0.8但破坏力弱）""]",SUCCESS,
2026-06-11,Mexico,South Africa,FIFA World Cup,0,HOME_WIN,HOME_WIN,0.62,0.2,0.18,0.78,1,墨西哥在各项硬数据上占据压倒性优势：Elo评分领先233分，近期胜率差0.4，防守失球数显著少于南非。主客场不中立增强了墨西哥优势，且休整时间充足。平局概率保留在20%反映世界杯级别比赛的竞争性与不确定性，南非作为客队下风队伍胜率仅18%，但仍保留合理可能性。,"[""Elo差距233分，墨西哥明显占优"", ""墨西哥近5场表现出色（胜率60%，不败），南非近5场仅20%胜率"", ""墨西哥防线稳定（0.4失球/场，70%零封率），攻防俱佳"", ""主场优势与7天充分休整"", ""南非近10场胜率50%存在波动性，但近5场明显下滑""]",SUCCESS,
2026-06-11,South Korea,Czech Republic,FIFA World Cup,1,HOME_WIN,HOME_WIN,0.45,0.22,0.33,0.65,1,韩国Elo评分与长期稳定性（60% 10场胜率）支持其主队优势，但中立场地削弱该优势。Czech最近5场无败绩的表现和强大进攻力（3.4球/场）构成重大威胁，其40%的平率和无负场记录表明状态稳定且韧性强。韩国的防守稳定性（60% clean sheet）对阵Czech的强势进攻是关键对抗点。综合Elo领先、最近状态对比和中立场地因素，韩国小幅领先，但考虑Czech的优异表现和进攻能力，平局和客队胜的概率不容低估。,"[""Czech最近5场表现出色：60%胜率、0%负率、40%平率，状态优于韩国"", ""Elo差异+110分有利于韩国，反映长期实力优势"", ""Czech进攻强势（最近5场3.4球/场）但防守脆弱（20% clean sheet）"", ""韩国防守稳健（60% clean sheet）但进攻乏力（1.4球/场）"", ""中立场地消除主队传统优势，增强Czech相对竞争力"", ""H2H历史3场交手平衡（1:1:1），无压倒性优势一方""]",SUCCESS,
2026-06-12,Canada,Bosnia and Herzegovina,FIFA World Cup,0,DRAW,HOME_WIN,0.6,0.28,0.12,0.77,0,基于结构化特征，加拿大拥有绝对优势。Elo评分领先178分，近期状态优异（近5场40%胜率、60%平局），防线(0.4失球/场)远强于波黑。波黑近5场数据异常（五连平），反映其防线深度防守但进攻低迷。虽然两队进球能力接近（进球率都在80%-90%），但加拿大进球/失球比（1.4:0.6）远优于波黑（0.8:0.8）。主场优势和休整优势进一步巩固加拿大胜算。平局概率维持合理水平，反映波黑防线韧性和不确定因素。,"[""Elo差值178.46分，加拿大长期实力明显优势"", ""加拿大近5场1.8分/场，最近表现稳定，赢率40%，不败率100%"", ""加拿大防线稳定，近10场失球率0.4/场，零封率70%"", ""波黑近5场五连平（1.0分/场）表明防线专注，但缺乏进攻威胁"", ""主场优势明显，加拿大休整优于对手（7天vs6天）""]",SUCCESS,
2026-06-12,United States,Paraguay,FIFA World Cup,0,HOME_WIN,HOME_WIN,0.45,0.25,0.3,0.65,1,美国尽管最近5场状态一般（40%胜率、场均失2.4球），但主场优势和对阵巴拉圭的历史记录（60%主场胜率）提供了明显支撑。巴拉圭长期实力（Elo 1816.4）优于美国（1755.7）且最近状态更佳（60%胜率、防守失1.0球），但客场挑战美国的难度不小。平局概率考虑了两队势均力敌的可能性，尤其在世界杯高压环境下。,"[""美国主场优势（中立场=false）强化了传统主队赔率"", ""历史交手数据显著支持美国（主场胜率60% vs 客场胜率40%）"", ""巴拉圭Elo评分高61分且最近5场胜率60%，防守稳定（失1.0球/场）"", ""美国最近10场稳定性更好（胜率50%，防守失1.7球/场），长期实力与Elo相符"", ""最近5场美国表现疲软（40%胜率、-0.2球差），但主场优势和H2H历史可能扭转局面""]",SUCCESS,
